Etapa,Termino,Notificacion,MacroEtapa
PROMOCION,HA CAUSADO EJECUTORIA,,
PROMOCION,SEÑALAR FECHA,,
PROMOCION,SE NOTIFIQUE POR ESTRADOS,,
PROMOCION,SE CONTESTE EN SENTIDO NEGATIVO,,
PROMOCION,SE HABILITEN DIAS Y HORAS,,
PROMOCION,CUMPLE PREVENCION,,
PROMOCION,SE PROCEDA A LA EJECUCION,,
PROMOCION,SOLICITA EJECUCIÓN DE SENTENCIA,,
PROMOCION,SE FIJE FECHA,,
PROMOCION,AUTORIZA ABOGADO,,
PROMOCION,SE APERSONA,,
PROMOCION,SENTENCIA CAUSA EJECUTORIA,,
PROMOCION,SE DICTE SENTENCIA,,
PROMOCION,"SE PREVENGA, AUTORIZA ABOGADOS",,
PROMOCION,NOTIFICACIONES POR TABLA DE AVISOS,,
PROMOCION,NOTIFICACION POR ESTRADOS,,
PROMOCION,AUDIENCIA SE ENVIA AL JUZGADO,,
PROMOCION,SE FIJE FECHA PARA AUDIENCIA,,
PROMOCION,SEÑALE FECHA,,
PROMOCION,ALLEGA SOBRES CERRADOS -- SE ENVIA A JUZGADO,,
PROMOCION,DESAHOGA REPLICA,,
PROMOCION,SE DA POR NOTIFICADO,,
PROMOCION,CONTESTACION,,
PROMOCION,INCIDENTE DE ACTUALIZACION Y CUANTIFICACION DE INTERESES,,
PROMOCION,TRIBUNAL VIRTUAL,,
PROMOCION,CAUSA EJECUTORIA,,
PROMOCION,SE LE TENGA POR CONTESTANDO EN SENTIDO NEGATIVO,,
PROMOCION,SEÑALA   DOMICILIO PARA   EMPLAZAMIENTO,,
PROMOCION,HABILITAR DIAS Y HORAS,,
PROMOCION,SE PREVENGA A DEMANDADA,,
PROMOCION,REMITA CERTIFICADO,,
PROMOCION,SE TIENE POR NOTIFICADO,,
PROMOCION,SE PROCEDA A EJECUCION,,
PROMOCION,ALLEGA PODER,,
PROMOCION,PRESENTA INCIDENTE,,
PROMOCION,INCIDENTE DE LIQUIDACION DE SENTENCIA,,
PROMOCION,SE GIREN OFICIO,,
PROMOCION,EJECUCIÓN FORZOSA,,
PROMOCION,SE NOTIFIQUE POR TABLA,,
PROMOCION,FAVORABLE PEVENCIÓN,,
PROMOCION,SE PROCEDA  A LA EJECUCIÓN,,
PROMOCION,AUTORIZACION,,
PROMOCION,SE DE VISTA A ESCRITO,,
PROMOCION,INCIDENTE DE LIQUIDACION,,
PROMOCION,INTERPONE INCIDENTE,,
PROMOCION,SE DECLARE EJECUTORIADA LA SENTENCIA DEFINITIVA,,
PROMOCION,SE PREVENGA,,
PROMOCION,POR CONTESTANDO EN SENTIDO NEGATIVO,,
PROMOCION,CONTESTA OFICIO TELMEX,,
PROMOCION,CONTESTA PREVENCION,,
PROMOCION,DEMANDA INICIAL,,
PROMOCION,INCIDENTE DE CUANTIFICACION DE SENTENCIA,,
PROMOCION,PROMOCIÓN DEL TRIBUNAL VIRTUAL,,
PROMOCION,ALLEGA 2 SOBRE CERRADOS,,
PROMOCION,ALLEGA TRASLADO Y SOLICITA FOLIO,,
PROMOCION,SE APERSON A,,
PROMOCION,OFICIO,,
PROMOCION,HACE MANIFESTACIONES,,
PROMOCION,SEÑALA DOMICILIO,,
PROMOCION,MANIFIESTA,,
PROMOCION,SE GIRE  OFICIO,,
PROMOCION,PROMUEVE INCIDENTE,,
PROMOCION,SEÑALA CONTRATO,,
PROMOCION,PRESENTA INCIDENTE DE LIQUIDACION DE SUERTE PRINCIPAL,,
PROMOCION,"SE APERSONA, SE GIRE OFICIO AL DIRECTOR  DEL INSTITUTO REGISTRAL, SE AUTORICE TRIBUNAL VIRTUAL, AUTORIZA ABOGADO",,
PROMOCION,"SE GIRE OFICIO AL DIRECTOR DEL INSTITUTO CATASTRAL, SE AUTORICE TRIBUNAL VIRTUAL, SE AUTORICE ABOGADO",,
PROMOCION,"SE DECLARE QUE HA CAUSADO EJECUTORIA, SE PREVENGA A LA PARTE DEMANDADA",,
PROMOCION,SE SEÑALE FECHA PARA AUDIENCIA DE PRUEBAS,,
PROMOCION,SEÑALA DOMICILIO PARA EMPLAZAR,,
PROMOCION,ASUME,,
PROMOCION,EJECUTORIA,,
PROMOCION,SOLICITA DE SE VISTA DEL ESCRITO,,
PROMOCION,AUTORIZA ABOGADOS,,
PROMOCION,CAUSE EJECUTORIA,,
PROMOCION,DECLARAR A CAUSADO EJECUTORIA,,
PROMOCION,FIJE FECHA,,
PROMOCION,NOTIFIQUE POR ESTRADOS,,
PROMOCION,SE GIRE OFICIO A REGISTRO PUBLICO DE LA PROPIEDAD,,
PROMOCION,SE DECLARE QUE SENTENCIA HA CAUSADO EJECUTORIA,,
PROMOCION,SE DÁ POR NOTIFICADO DE CAMBIO DE TITULAR,,
PROMOCION,SE FIJE FECHA PARA DESAHOGO DE PRUEBAS,,
PROMOCION,SE HABILITE HORARIO INHABIL PARA EMPLAZAMIENTO,,
PROMOCION,SE HABILITE DIA Y HORA PARA EMPLAZAR,,
PROMOCION,SOLICITA SE GIREN OFICIOS DE BUSQUEDA,,
PROMOCION,ALLEGA DOCUMENTACION,,
PROMOCION,ALLEGA COPIA CERTIFICADA,,
PROMOCION,SE PREVENGA A PARTE DEMANDADA,,
PROMOCION,ALLEGA SOBRE CERRADO,,
PROMOCION,ALLEGA PUBLICACIONES,,
PROMOCION,SE EMPLACE POR EDICTOS,,
PROMOCION,SE GIREN OFICIOS,,
PROMOCION,AUT ABOGADO,,
PROMOCION,DICTE SENTENCIA,,
PROMOCION,PROMUEVE INCIDIENTE,,
PROMOCION,DECLARE EJCUTORIADA SENTENCIA,,
PROMOCION,CONTESTANDO EN SENTIDO NEGATIVO,,
PROMOCION,ALLEGA 3 EDICTOS,,
PROMOCION,EMPLACE POR EDICTOS,,
PROMOCION,CONTESTACION A OFICIO,,
PROMOCION,ALLEGA ACUSE DE OFICIO,,
PROMOCION,EMPALCE POR EDICTOS,,
PROMOCION,GIRE OFICIOS,,
PROMOCION,SE GIRE OFICIO.,,
PROMOCION,SE DICTA SENTENCIA,,
PROMOCION,SENTIDO NEGATIVO,,
PROMOCION,ALLEGA EDICTOS,,
PROMOCION,SE NOTIFIQUE POR EDICTO,,
PROMOCION,POR EMPLACE POR MEDIO DE EDICTOS,,
PROMOCION,SE EMPLACE POR MEDIO DE EDICTOS,,
PROMOCION,SE GIREN OFICIOS DE BUSQUEDA,,
PROMOCION,EMPLAZAMIENTO.,,
PROMOCION,OFICIOS,,
PROMOCION,HACE ACLARACION,,
PROMOCION,"SEÑALA DOMICILIO, HABILITE DIAS Y HORAS",,
PROMOCION,ALLEGA COIA CERTIFICADA,,
PROMOCION,SOLICITA FOLIO,,
PROMOCION,"SE APERSONA, ALLEGA PODER",,
PROMOCION,SE PREVENGA A LA PARTE DEMANDADA,,
PROMOCION,INCIDENTE DE ACTUALIZACION,,
PROMOCION,SE PROCEDA A EJECUCION DE GARANTIA HIPOTECARIA,,
PROMOCION,DEVOLUCION DE DOCUMENTO,,
PROMOCION,APERTURA  A PRUEBAS,,
PROMOCION,SE DECRETE EJECUTORIA,,
PROMOCION,COMUNICA AUTO,,
PROMOCION,"ACCESO VIRTUAL, PERSONALIDAD",,
PROMOCION,ALLEGA  AVALUO,,
PROMOCION,REVOCA ABOGADO,,
PROMOCION,ALLEGA OFICIOS,,
PROMOCION,SE DÁ POR NOTIFICADO Y ACEPTA CARGO,,
PROMOCION,EJECUTORIADA LA SENETENCIA,,
PROMOCION,CONTESTACION EN SENTIDO NEGATIVO,,
PROMOCION,DESIGNA DOMICILIO,,
PROMOCION,DICTE CADUCIDAD,,
PROMOCION,ACLARA DOMICILIO,,
PROMOCION,ALLEGA COPIA SIMPLE,,
PROMOCION,DEVOLUCION DE DOCUMENTO.,,
PROMOCION,ACLARA DOMICILIO.,,
PROMOCION,DEVOLUCION DE DOCUMENTOS,,
PROMOCION,CONVENIO JUDICIAL,,
PROMOCION,SENTENCIA INTERLOCUTORIA,,
PROMOCION,APERSONA,,
PROMOCION,SOLICITO CAUSE EJECUTORIA LA SENTENCIA,,
PROMOCION,AUDIENCIA*ENVIADO A JUZGADO*,,
PROMOCION,AUTORISACION,,
PROMOCION,RINDE DICTAMEN,,
PROMOCION,ALLEGA CERTIFICADO DE GRAVAMENES,,
PROMOCION,GIRAR OFICIO,,
PROMOCION,EJECUTORIADA LA SENTENCIA DEFINITIVA,,
PROMOCION,SOLICITA SE LE TENGA CONTESTANDO EN SENTIDO NEGATIVO,,
PROMOCION,APERSONAMIENTO,,
PROMOCION,COMPARECE,,
PROMOCION,ALLEGA CERTIFICADO DE LIBERTAD DE GRABAMENES,,
PROMOCION,ALLEGA OFICIO,,
PROMOCION,REVOCA ABOGADOS,,
PROMOCION,SOLICITA AUTORIZACIÓN AL T.V.,,
PROMOCION,SOLICITA SE CONSTITUYA ACTUARIO,,
PROMOCION,SOLICITA SE DECLARE EJECUTORIA,,
PROMOCION,ALLEGA PLIEGO,,
PROMOCION,"SE APERSONA, INTERPONE INCIDENTE",,
PROMOCION,SE ME TENGA POR PRESENTANDO INCIDENTE DE LIQUIDACION,,
PROMOCION,ORDENA OFICIO,,
PROMOCION,ALLEGA RECIBO DE PAGO,,
PROMOCION,COMUNICA PUBLICACIONES DEL EDICTO 101174.,,
PROMOCION,SE EMPLACE MEDIANTE EDICTOS,,
PROMOCION,PROPORCIONA DATOS DE PARTE DEMANDADA,,
PROMOCION,SE PROCEDA CON LA EJECUCION FORZOSA DE LA GARANTIA HIPOTECARIA,,
PROMOCION,SOLICITA SE FIJE FECHA PARA AUDIENCIA,,
PROMOCION,ALLEGA 6 EDICTOS,,
PROMOCION,AGREGA A LOS AUTOS,,
PROMOCION,SOLICITA SE TENGA A BIEN ORDENAR FAVORABLE EL EMPLAZAMIENTO POR MEDIO DE EDICTOS.,,
PROMOCION,SOLICITA SE TENGA A BIEN FAVORABLE EL EMPLAZAMIENTO POR MEDIO DE EDICTOS.,,
PROMOCION,SOLICITA SE TENGA A BIEN TENERLE POR CONTESTADO EN SENTIDO NEGATIVO Y SE AUTORICE EL ACCESO A LA PAGINA WEB DEL TRIBUNAL VIRTUAL.,,
PROMOCION,SOLICITA AUTORIZACION AL TRIBUNAL VIRTUAL.,,
PROMOCION,ACEPTA CARGO,,
PROMOCION,DESIGNA PERITO,,
PROMOCION,ALLEGA CERTIFICADO DE GRAVAMEN,,
PROMOCION,EJECUCION DE GARANTIA,,
PROMOCION,ANEXA DOCUMENTACION,,
PROMOCION,PAGA LLANA,,
PROMOCION,SENTENCIA,,
PROMOCION,RESOLUCIÓN CAUSA EJECUTORIA,,
PROMOCION,SE LE TENGA POP CONTESTANDO EN SENTIDO NEGATIVO,,
PROMOCION,SE PROCEDA A EMBARGO,,
PROMOCION,SE SEÑALEN BIENES,,
PROMOCION,SE TENGA POR CONTESTADO EN SENTIDO NEGATIVO,,
PROMOCION,AUTORIZA DEVOLUCION,,
PROMOCION,CONTESTA EN SENTIDO NEGATIVO.,,
PROMOCION,INCIDENTE DE NULIDAD,,
PROMOCION,ALLEGA EDICTOS.,,
PROMOCION,CONTINUAR CON JUICIO,,
PROMOCION,OFICIO RECORDATORIO,,
PROMOCION,OFICIOS DE BUSQUEDA,,
PROMOCION,EJECUTORIADA SENTENCIA,,
PROMOCION,CONTESTA EN SENTIDO NEGATIVO,,
PROMOCION,SOLICITA SE DICTE SENTENCIA INTERLOCUTORIA,,
PROMOCION,SEÑALA FECHA,,
PROMOCION,EDICTOS BOLETIN,,
PROMOCION,ALLEGA GRAVAMENES,,
PROMOCION,ACRÉDITA PERSONALIDAD,,
PROMOCION,CAUSE EJECUTORIA LA SENTENCIA,,
PROMOCION,CONTESTANDO NEGATIVO,,
PROMOCION,SE GIRE OFICIO A NOTARIO,,
PROMOCION,ALLEGA PUBLICACIONES DE EDICTO Y SON ENVIADAS A JUZGADO,,
PROMOCION,ALLEGA AVALUO,,
PROMOCION,SENTENCIA DEFINITIVA,,
PROMOCION,DA CUMPLIMIENTO,,
PROMOCION,PREVENCION,,
PROMOCION,SOLICITA VISTO DE ESCRITO,,
PROMOCION,DECLARE EJECUTORIADA LA SENTENCIA,,
PROMOCION,ALLEGA PUBLICACIONES DE EDICTO,,
PROMOCION,DECLARE EJECUTORIA,,
PROMOCION,REALIZA MANIFESTACION,,
PROMOCION,SE DECLARE EJECUTORIADA LA SENTENCIA,,
PROMOCION,CONTESTANDO SENTIDO NEGATIVO,,
PROMOCION,SOLICITA  CONTESTACION NEGATIVA,,
PROMOCION,SEÑALA  NUEVO DOMICILIO,,
PROMOCION,DEVOLUCION   DE DOCUMENTOS,,
PROMOCION,SE EMPLACE,,
PROMOCION,SE DECRETE CADUCIDAD,,
PROMOCION,ENVIE OFICIO,,
PROMOCION,SE GIRE OFICIOS,,
PROMOCION,SE PROCEDA A LA EJECUCIÓN,,
PROMOCION,SOLICITA PREVENCIÓN,,
PROMOCION,SE PROCEDA A LA EJECUCIÓN FORZOSA,,
PROMOCION,SE DECLARE EJECUTORIADA,,
PROMOCION,APERTURA DE PRUEBAS,,
PROMOCION,DECLARE EJECUTORIADA SENTENCIA,,
PROMOCION,"SOLICITA DEVOLUCION DOCUMENTOS, AUTORIZA ABOGADOS",,
PROMOCION,TENGA A BIEN DECRETAR LA CADUCIDAD DE LA INSTANCIA,,
PROMOCION,DE CUMPLIMIENTO AUTO 29 ENERO AÑO EN CURSO,,
PROMOCION,ALLEGA ESCRITO DE RECURSO DE APELACION,,
PROMOCION,CONVENIO,,
PROMOCION,ALLEGA PUBLICACIONES DE EDICTO Y ES ENVIADA  A JUGADO,,
PROMOCION,SOLICITA EJECUTORIA,,
PROMOCION,ALLEGA COPIA CERTIFICADA INSTRUMENTO,,
PROMOCION,SOLICITA CAUSE EJECUTORIA SENTENCIA,,
PROMOCION,DECLARE EJECUTORIADA,,
PROMOCION,ALLEGA SOBRE DE POSICIONES,,
PROMOCION,HABILITE DIAS Y HORAS,,
PROMOCION,CONSTANCIA PUBLICACION DE EDICTO # 99515,,
PROMOCION,SE EMPLACE POR EDICTO,,
PROMOCION,ALLEGA TRASLADO,,
PROMOCION,PROCEDA A EJECUCION,,
PROMOCION,SEÑALA  DOMICILIO,,
PROMOCION,SE TENGA POR CONTESTANDO EN SENTIDO NEGATIVO,,
PROMOCION,ASIGNA DOMICILIO,,
PROMOCION,ANEXA UN SOBRE CERRADO,,
PROMOCION,ALLEGA ESCRITURA,,
PROMOCION,ALLEGA CONSTANCIAS  INSCRIPCION,,
PROMOCION,CONTESTA OFICIO,,
PROMOCION,HACE MANIFESTACION,,
PROMOCION,ALLEGA PUBLICACIONES EDICTOS,,
PROMOCION,SE ALLEGA AVALUO,,
PROMOCION,SE TENGA POR NOTIFICADO,,
PROMOCION,SE ALLEGA CERTIFICADO DE GRAVAMEN,,
PROMOCION,SE RESUELVA INCIDENTE,,
PROMOCION,PREVENGA  DEMANDADA,,
PROMOCION,PREVENGA,,
PROMOCION,EJECUCION  FORZOSA,,
PROMOCION,SE DECLARE EJECUTORIADA   SENTENCIA,,
PROMOCION,SE DE VISTA,,
PROMOCION,SE  DA POR NOTIFICADO,,
PROMOCION,SE DA POR NOTIFICADA,,
PROMOCION,SE HABILITEN  DIAS,,
PROMOCION,REMITE EXPEDIENTE Y SOBRE CERRADO,,
PROMOCION,COMUNICA ASIGNACION DE APELACION,,
PROMOCION,OCURRO A INTERPONER RECURSO DE APELACION,,
PROMOCION,MANIFIESTA CONFOMRIADAD,,
PROMOCION,SOLICITA SE RECONOZCA PERSONALIDAD,,
PROMOCION,SE CONSTITUYA ACTUARIO,,
PROMOCION,SOLICITA OFICIO,,
PROMOCION,ES GIRE OFICIO,,
PROMOCION,SE NOTIFIQUE POR TABLA DE AVISOS,,
PROMOCION,NOTIFICAR POR TABLA DE AVISOS,,
PROMOCION,S EDESIGNEN BIENES PARA EMBARGO,,
PROMOCION,SE PROCEDA AL EMBARGO.,,
PROMOCION,DE CUMPLIMIENTO,,
PROMOCION,SOLICITA SE AGREGE DILIGENCIA AL EXPEDIENTE ELECTRONICO,,
PROMOCION,SE LE TENGA POR CONTESTADO EN SENTIDO NEGATIVO,,
PROMOCION,DEVOLUCION,,
PROMOCION,LA INDICADA,,
PROMOCION,NOTIFICACION POR EDICTOS,,
PROMOCION,ENVIE OFICO,,
PROMOCION,SE  GIRE OFICIO,,
PROMOCION,SEÑALA DOMIICLIO,,
PROMOCION,ACCESO A TRIBUNAL VIRTUAL,,
PROMOCION,SE HABILITEN DIAS,,
PROMOCION,SOLICITA CAUSE EJECUTORIA,,
PROMOCION,AUTORIZAN ABOGADOS,,
PROMOCION,DECRETAR CADUCIDAD.-,,
PROMOCION,EDICTOS,,
PROMOCION,SE HABILITE DIAS,,
PROMOCION,RATIFICACION SE ENVIA A LA U.T.A.,,
PROMOCION,AUDIENCIA SE ENVIA A JUZGADO,,
PROMOCION,ALLEGA SOBRES,,
PROMOCION,CUMPLE AUTO,,
PROMOCION,CADUCIDAD DE LA INSTANCIA,,
PROMOCION,HA CAUSADO EJECUTORA RESOLUCION,,
PROMOCION,SE DA  POR NOTIFICADO,,
PROMOCION,EMPLACE A REO,,
PROMOCION,SE ABRA A PRUEBAS,,
PROMOCION,SOLICITA ACCESO A TRIBUNAL VIRTUAL,,
PROMOCION,ACCESO AL TRIBUNAL VIRTUAL,,
PROMOCION,SOLICITA PREVENCION,,
PROMOCION,INCIDENTE DE ACTUALIZACION DE INTERESES,,
PROMOCION,SOLICITA NUEVA FECHA AUDIENCIA DEPRUEBAS Y ALEGATOS.,,
PROMOCION,SE NOTIFIQUE POR  TABLA DE AVISOS,,
PROMOCION,SE DECLARE  EJECUTORIADA SENTENCIA,,
PROMOCION,FIJAR NUEVA FECHA PARA AUDIENCIA,,
PROMOCION,"TENER A DEMANDADA CONTESTANDO EN SENTIDO NEGATIVO, ANEXA SOBRE CERRADO",,
PROMOCION,COMPARECE MEDIANTE ESCRITO,,
PROMOCION,SOLICITA FECHA,,
PROMOCION,ORDENE CORREGIR EL AUTO,,
PROMOCION,ALLEGA PUBLICACION DE EDICTOS,,
PROMOCION,INFORMA PUBLICACIONES,,
PROMOCION,SE DECLARE EJECUTORIADA  SENTENCIA,,
PROMOCION,SEÑALA DOMIICILIO,,
PROMOCION,ALLEGA PUBLICACIIONES,,
PROMOCION,EDICTOS BOLETÍN JUDICIAL,,
PROMOCION,SE OBSEQUIE OFICIOS,,
PROMOCION,OBSEQUIE OFICIO,,
PROMOCION,SE ME TENGA POR PRESENTADO INCIDENTE DE LIQUIDACION,,
PROMOCION,SE ORDENE DICTAR SENTENCIA DEFINITIVA,,
PROMOCION,SEÑALA NUEVO DOMICILIO DE PARTE DEMANDADA,,
PROMOCION,ALLEGA CONSTANCIA,,
PROMOCION,INCIDENTE DE ACTUALIZACION DE SUERTE PRINCIPAL,,
PROMOCION,PREVENGA A PARTE DEMANDADA,,
PROMOCION,SE ME TENGA POR PRESENTANDO EL INCIDENTE DE LIQUIDACION,,
PROMOCION,ALLEGA PUBLICACIONES DE EDICTOS,,
PROMOCION,COMUNICA PUBLICACIONES DEL EDICTO 104939.,,
PROMOCION,SE CORRIJA NOMBRE,,
PROMOCION,SE HABILITE HORARIO,,
PROMOCION,SE HABILITE HORARIO PARA EMPLAZAR,,
PROMOCION,SEÑALA DOMICILIO DE PARTE DEMANDADA,,
PROMOCION,CUMPLE PREVENCION.,,
PROMOCION,SE GIRE OFICIO RECORDATORIO A AGUA Y DRENAJE,,
PROMOCION,CONTESTA OFICIO INE,,
PROMOCION,CONTESTA OFICIO SAT1,,
PROMOCION,CONTESTA OFICIO SAT3,,
PROMOCION,CONTESTA OFICIO SAT2,,
PROMOCION,PREVENGA DEMANDADA,,
PROMOCION,AUTORIZACIÓN,,
PROMOCION,SE ALLEGAN SOBRES CERRADOS,,
PROMOCION,ACCESO A TV,,
PROMOCION,DICTE SENTENCIA DEFINITIVA,,
PROMOCION,SE GIRA OFICIO,,
PROMOCION,MANIFESTACION,,
PROMOCION,SE PREVENGA PARTE DEMANDADA,,
PROMOCION,REPLICA,,
PROMOCION,CONTESTACIÓN.,,
PROMOCION,AUTORIZA.,,
PROMOCION,FIJE FECHA Y HORA,,
PROMOCION,CAUSE EJECUTORIA  LA SENTENCIA,,
PROMOCION,ALLEGA SOBRE,,
PROMOCION,SOLICITA ALEGATOS,,
PROMOCION,SE NOIFIQUE POR ESTRADOS,,
PROMOCION,CONSTANCIA PUBLICACION DE EDICTO # 101183,,
PROMOCION,SE AGREGA,,
PROMOCION,FECHA,,
PROMOCION,PROCESA A LA EJECUCION,,
PROMOCION,SE LE TENGAPOR CONTESTANDO EN SENTIDONEGATIVO YSOLICITA FECHA PARA  AUDIENCIA,,
PROMOCION,ACLARACION,,
PROMOCION,EXHORTO 23/2019,,
PROMOCION,PUBIICACION DE EDICTO,,
PROMOCION,SE DECLARE EJECUTORIADA SENTENCIA,,
PROMOCION,SOLICITA FECHA AUDIENCIA DE PRUEBAS Y ALEGATOS.,,
PROMOCION,CORRIGE NOMBRES,,
PROMOCION,SOLICITA DEVOLUCION DE DOCUMENTOS,,
PROMOCION,ALLEGA EDICTOSBOLETIN,,
PROMOCION,SE LE TENGA POR RECONOCIDA PERSONALIDAD,,
PROMOCION,APERTURA A PRUEBAS,,
PROMOCION,SE EXTRAIGA EXPEDIENTE,,
PROMOCION,SOLICITA NOTIFICACIÓN POR TABLA DE AVISOS.,,
PROMOCION,NOTIFICACIONES,,
PROMOCION,FIJAR FECHA,,
PROMOCION,SE GIRE OFICIO IRC,,
PROMOCION,CAUSA  EJECUTORIA,,
PROMOCION,SOLICITA LA HABILITACION DE DIAS Y HORAS,,
PROMOCION,PROPORCIONA DOMICILIO,,
PROMOCION,EMPLAZAMIENTO,,
PROMOCION,ACEPTA  CARGO,,
PROMOCION,SE INTERPONE INCIDENTE,,
PROMOCION,SEÑALA DOMICILIO PARA EMPLAZAMIENTO,,
PROMOCION,ALLEGA DOCUMENTO,,
PROMOCION,AUTORIZA ABOGADA,,
PROMOCION,SE DECLARE,,
PROMOCION,"DECLARE EJECUTORIADA SENTENCIA, PREVENEGA A DEMANDADA",,
PROMOCION,REMITE AUTOS,,
PROMOCION,PROMOCIÓN OFICIO DE JUZGADO,,
PROMOCION,INTERPONE RECURSO,,
PROMOCION,ALLEGA  PODER,,
PROMOCION,SE  GIREN OFICIOS,,
PROMOCION,EDICTOS BOLETIN JUDICIAL,,
PROMOCION,ALLEGA CERTIFICADO,,
PROMOCION,SOLICITA CUASE EJECUTORIA SENTENCIA,,
PROMOCION,"MANIFIESTA, ANEXO",,
PROMOCION,AUTORIZACION A TRIBUNAL VIRTUAL,,
PROMOCION,ALLEGA TRASLADO DE ESCRITO INICIAL,,
PROMOCION,CERRADO PERIODO DE PRUEBAS,,
PROMOCION,ALLEGA PUBLIICACIONES,,
PROMOCION,CONSTANCIA PUBLICACION DE EDICTO # 101203,,
PROMOCION,CONTESTA A  OFICIO,,
PROMOCION,ALLEGA ACUSE,,
PROMOCION,SEA EMPLAZADA,,
PROMOCION,ACREEDITA PERSONALIDAD,,
PROMOCION,SE ACUERDE,,
PROMOCION,DECRETE CADUCIDAD,,
PROMOCION,AGREGA EICTOS,,
PROMOCION,SOLICITA DOMICILIO,,
PROMOCION,PLIEGO DE POSICIONES,,
PROMOCION,SE DECLARE EJECUTORIADA SENTENCIA DEFINITIVA,,
PROMOCION,ACEPTA CONFORMIDAD,,
PROMOCION,"DECLARE EJECUTORIADA SENTENCIA, PREVENGA A DEMANDADA",,
PROMOCION,"ALLEGA SOBRE CERRADO, FIJAR FECHA DE AUDIENCIA",,
PROMOCION,SE GIRE  OFICIOS,,
PROMOCION,RATIFICACION SE ENVIA A JUZGADO,,
PROMOCION,SE NOTIFICA,,
PROMOCION,ACREDITA PESONALIDAD,,
PROMOCION,HABILITE HORAS Y DIAS,,
PROMOCION,ESTRADOS,,
PROMOCION,PARTE DEMANDADA NO PRODUJO CONTESTACION,,
PROMOCION,ACLARA NOMBRE.,,
PROMOCION,SEÑALA DOMIICILIO.,,
PROMOCION,ANEXA TRASLADO,,
PROMOCION,ALLEGA PUBLICACIÓN DE EDICTO,,
PROMOCION,SE GIREN OFICIOS.,,
PROMOCION,MANIFIESTA CONFORMIDAD,,
PROMOCION,SE SIRVA  SEÑALAR FECHA PARA AUDIENCIA DE REMATE,,
PROMOCION,SE PROCED A LA EJECUCIÓN,,
PROMOCION,SE TENGA CONTESTANDO EN SENTIDO NEGATIVO A DEMANDADA,,
PROMOCION,SE PRACTIQUE NOTIFICACIONES,,
PROMOCION,REVOCAN ABOGADOS,,
PROMOCION,EJECUCION DE GARANTIA Y SE GIRE OFICIO,,
PROMOCION,EJECUCION FORZOSA,,
PROMOCION,SE PREVENGA  A DEMANDADOS,,
PROMOCION,SE PRESENTA INCIDENTE DE LIQUIDACION DE SUERTE PRINCIPAL,,
PROMOCION,ALLEGA PODER CERTIFICADO,,
PROMOCION,ALLEGA TRES PUBLICACIONES,,
PROMOCION,COMUNICA PUBLICACIONES DEL EDICTO 102119.,,
PROMOCION,SE GIRE NUEVAMENTE OFICIO A AGUA Y DRENAJE,,
PROMOCION,HABILITAR DIAS Y HORAS INHABILES,,
PROMOCION,SE FIJE FECHA PARA  AUDIENCIA,,
PROMOCION,TABLA DE AVISOS,,
PROMOCION,SOLICITA FECHA AUDIENCIA DE PRUEBAS Y ALEGATOS,,
PROMOCION,RATIFICACION SE ENVIA A UAPA,,
PROMOCION,ALLEGA SOBRES CERRADOS,,
PROMOCION,MANIFESTACIONES  (PARA RATIFICAR),,
PROMOCION,DESISTIMIENTO,,
PROMOCION,DA CUMPLIMIENTRO,,
PROMOCION,SE TRAIGA A LA VISTA,,
PROMOCION,SE TRAIGA A LA VISTA ESCRITO,,
PROMOCION,SE PREVENGA  A  DEMANDADA,,
PROMOCION,SE ORDENE DICTAR SENTENCIA,,
PROMOCION,"SE GIRE OFICIO A DIRECTOR DE REGISTRO CATASTRAL, SE AUTORICE TRIBUNAL VIRTUAL, AUTORIZA ABOGADO",,
PROMOCION,SE LE PREVENGA PARTE DEMANDADA,,
PROMOCION,HABILITAR HORAS,,
PROMOCION,SE DECRETE LA CADUCIDAD DEL INCIDENTE,,
PROMOCION,PRESENTA  INCIDENTE,,
PROMOCION,PROMUEVE  INCIDENTE,,
PROMOCION,CORREGIR FECHA,,
PROMOCION,SE OCNTESTE EN SENTIDO NEGATIVO,,
PROMOCION,NOTIFICAR,,
PROMOCION,NO HA EMITIDO CONTESTACION,,
PROMOCION,"SE GIREN  OFICIOS,",,
PROMOCION,ALLEGA COPIA,,
PROMOCION,ALLEGA  PUBLICACIONES,,
PROMOCION,CONTESTE EN SENTIDO NEGATIVO,,
PROMOCION,SE DÁ POR NOTIFICADO,,
PROMOCION,SE INFORMA ACUERDO DE CONVENIO JUDICIAL,,
PROMOCION,INCIDENTE DE INTERESES,,
PROMOCION,SE NOTIFIQUE MEDIANTE TABLA DE AVISOS,,
PROMOCION,COMUNICA PUBLICACIONES DEL EDICTO 101179.,,
PROMOCION,SE EMPLACE MEDIANTE EDICTOS.,,
PROMOCION,SE AUTORICE HORARIO INHABIL PARA EMPLAZAR,,
PROMOCION,PROPORCIONA DOMICILIO CORRECTO PARA EMPLAZAR,,
PROMOCION,MANIFIESTA.,,
PROMOCION,SE  DICTE SENTENCIA,,
PROMOCION,SE  DICTE NUEVA FECHA,,
PROMOCION,EMPLACE A DEMANDADA,,
PROMOCION,CONFORME CON AVALUO,,
PROMOCION,RINDE AVALUO.,,
PROMOCION,HAGAN PAGA LLANA,,
PROMOCION,NOTIFIQUE POR TABLA DE AVISOS,,
PROMOCION,A CAUSADO EJECUTORIA,,
